7.334500000000000242e+00,3.611327900955240011e+01,9.394476134232913722e+00,1.468975480823959501e+01
6.006199999999999761e+00,2.520458907961621264e+01,1.901313760104059725e+01,1.024732897503390561e+01
7.225900000000000212e+00,3.515648965561512540e+01,9.209709215317289477e+00,1.429851876589458115e+01
5.026900000000000368e+00,1.829533822292580680e+01,2.098802491822614158e+01,7.455855379538498084e+00
6.547900000000000276e+00,2.944310913814450004e+01,1.103825616293167400e+01,1.196854723768240270e+01
7.538599999999999746e+00,3.794226563919984585e+01,8.403639680931474842e+00,1.543844069859050450e+01
5.036500000000000199e+00,1.835827659700617431e+01,9.339541452982107472e+00,7.481200905384264743e+00
1.027399999999999913e+01,6.624166049891002217e+01,1.560814496196228873e+01,2.714051138615721115e+01
5.107700000000000351e+00,1.882806487273829887e+01,1.315615659763816936e+01,7.670435065226212323e+00
5.729199999999999626e+00,2.315096880911524124e+01,1.106703885926473774e+01,9.415731713273151726e+00
5.188399999999999679e+00,1.936690450787769535e+01,1.929729559560948005e+01,7.887589141656314418e+00
6.355699999999999683e+00,2.790577583326327371e+01,1.507945455604830798e+01,1.134351055825085197e+01
9.768700000000000827e+00,6.049314871611106526e+01,1.446900766836943930e+01,2.474724551652472115e+01
6.515900000000000247e+00,2.918461301397524466e+01,2.078071008930719898e+01,1.186339194749997716e+01
8.517200000000000770e+00,4.726441879139117930e+01,9.936499571160616995e+00,1.926994084904345073e+01
9.180199999999999250e+00,5.409210185459080833e+01,1.803264685522865918e+01,2.209141678105065054e+01
6.001999999999999780e+00,2.517287295411970049e+01,1.797302629623686343e+01,1.023447387833213185e+01
5.520400000000000418e+00,2.165444139288806724e+01,1.156147591223342275e+01,8.810723941730941533e+00
5.059400000000000119e+00,1.850879859122273885e+01,1.477986128326046966e+01,7.541822933621372016e+00
5.707699999999999996e+00,2.299482182999712165e+01,6.329780862964137000e+00,9.352565813330794953e+00
7.636599999999999611e+00,3.883471100781206076e+01,5.953552633229511670e+00,1.580413515639293465e+01
5.870700000000000252e+00,2.419033029878269048e+01,1.414393185023741495e+01,9.836416490933569179e+00
5.305399999999999672e+00,2.016009802656463634e+01,1.840995426095515342e+01,8.207453450227250258e+00
8.293400000000000105e+00,4.505247997642509006e+01,2.106956091338886949e+01,1.835855491725659761e+01
1.339400000000000013e+01,1.067673664103413529e+02,7.258182027365636557e+00,4.419817567855827889e+01
5.436899999999999622e+00,2.106844201710541853e+01,1.479707208150686881e+01,8.574052068145544325e+00
